Original Width,Original Height,Resized Width,Resized Height,Flipped,Augmentation Index,Detection X,Detection Width,Detection Confidence,Accepted
57039,683,85516,1024,True,48801,1089,0.737654983997345,True
57039,683,85516,1024,True,48799,1086,0.7447662949562073,True
57039,683,85516,1024,True,48795,1095,0.7472010254859924,True
57039,683,85516,1024,True,48801,1085,0.7396679520606995,True
57039,683,85516,1024,True,16177,875,0.25175905227661133,False
57039,683,85516,1024,True,31719,999,0.2507418692111969,False
57039,683,85516,1024,True,48805,1076,0.7421504259109497,True
57039,683,85516,1024,True,16173,870,0.26920321583747864,False
57039,683,85516,1024,True,48817,1290,0.28897807002067566,False
57039,683,85516,1024,True,48801,1089,0.7376553416252136,True
57039,683,85516,1024,True,48863,1088,0.6023072004318237,True
57039,683,85516,1024,True,31777,831,0.25169312953948975,False
57039,683,85516,1024,True,48862,1088,0.6036369800567627,True
57039,683,85516,1024,True,31776,831,0.2538319230079651,False
57039,683,85516,1024,True,48862,1086,0.5761415958404541,True
57039,683,85516,1024,True,48861,1092,0.6075538396835327,True
57039,683,85516,1024,True,48861,1091,0.6032735705375671,True
57039,683,85516,1024,True,48822,1232,0.5887859463691711,True
57039,683,85516,1024,True,48863,1088,0.6023072004318237,True
57039,683,85516,1024,True,31777,831,0.25169312953948975,False
57039,683,85516,1024,True,48686,1159,0.757573127746582,True
57039,683,85516,1024,True,48685,1160,0.7549397349357605,True
57039,683,85516,1024,True,48686,1158,0.7577546834945679,True
57039,683,85516,1024,True,80795,856,0.2669719457626343,False
57039,683,85516,1024,True,48687,1159,0.7513701915740967,True
57039,683,85516,1024,True,48685,1161,0.7527703046798706,True
57039,683,85516,1024,True,48674,1180,0.5693120956420898,True
57039,683,85516,1024,True,37147,829,0.3663625717163086,False
57039,683,85516,1024,True,48686,1159,0.757573127746582,True
57039,683,85516,1024,False,48820,1594,0.3805355429649353,False
57039,683,85516,1024,False,48820,1591,0.36580657958984375,False
57039,683,85516,1024,False,48822,1594,0.36312252283096313,False
57039,683,85516,1024,False,48821,1594,0.3870883882045746,False
57039,683,85516,1024,False,48822,1592,0.4417080283164978,True
57039,683,85516,1024,False,48820,1594,0.3805355429649353,False
57039,683,85516,1024,False,48832,1542,0.6257292628288269,True
57039,683,85516,1024,False,48833,1548,0.6429610848426819,True
57039,683,85516,1024,False,48831,1538,0.6193689703941345,True
57039,683,85516,1024,False,48832,1542,0.6216189861297607,True
57039,683,85516,1024,False,48829,1541,0.6054559946060181,True
57039,683,85516,1024,False,48884,1601,0.6104437708854675,True
57039,683,85516,1024,False,48832,1542,0.6257292628288269,True
57039,683,85516,1024,False,48905,1721,0.8539231419563293,True
57039,683,85516,1024,False,48906,1724,0.8531765341758728,True
57039,683,85516,1024,False,48908,1728,0.8460426926612854,True
57039,683,85516,1024,False,48905,1721,0.853680431842804,True
57039,683,85516,1024,False,48904,1720,0.854942262172699,True
57039,683,85516,1024,False,48905,1721,0.8539231419563293,True
57039,683,85516,1024,False,48922,1715,0.6651709675788879,True
57039,683,85516,1024,False,48922,1713,0.652231752872467,True
57039,683,85516,1024,False,48922,1714,0.685819149017334,True
57039,683,85516,1024,False,48921,1713,0.653043806552887,True
57039,683,85516,1024,False,48922,1743,0.6431318521499634,True
57039,683,85516,1024,False,48922,1715,0.6651711463928223,True
52643,683,78925,1024,True,31033,1527,0.4965570271015167,True
52643,683,78925,1024,True,30657,761,0.294767826795578,False
52643,683,78925,1024,True,30658,767,0.3035012185573578,False
52643,683,78925,1024,True,30658,765,0.28298959136009216,False
52643,683,78925,1024,True,16209,759,0.25153204798698425,False
52643,683,78925,1024,True,30657,762,0.2981269657611847,False
52643,683,78925,1024,True,16205,752,0.25016307830810547,False
52643,683,78925,1024,True,30657,764,0.32347768545150757,False
52643,683,78925,1024,True,30657,761,0.294767826795578,False
52643,683,78925,1024,False,16259,835,0.25045809149742126,False
52643,683,78925,1024,False,16260,838,0.25155651569366455,False
52643,683,78925,1024,False,16260,837,0.2565830647945404,False
52643,683,78925,1024,False,16259,835,0.25045809149742126,False
52317,683,78437,1024,False,44898,822,0.40550902485847473,True
52317,683,78437,1024,False,44903,830,0.4398231506347656,True
52317,683,78437,1024,False,44898,824,0.36825376749038696,False
52317,683,78437,1024,False,44897,824,0.4204083979129791,True
52317,683,78437,1024,False,44901,825,0.37189120054244995,False
52317,683,78437,1024,False,44898,822,0.40550902485847473,True
53068,683,79563,1024,True,46392,1130,0.8314629197120667,True
53068,683,79563,1024,True,33446,749,0.8103347420692444,True
53068,683,79563,1024,True,46391,1132,0.8348491787910461,True
53068,683,79563,1024,True,33445,749,0.8201001882553101,True
53068,683,79563,1024,True,46395,1128,0.8319743871688843,True
53068,683,79563,1024,True,33446,751,0.8193802833557129,True
53068,683,79563,1024,True,46392,1129,0.8315310478210449,True
53068,683,79563,1024,True,33446,748,0.8079971075057983,True
53068,683,79563,1024,True,46393,1127,0.8352813720703125,True
53068,683,79563,1024,True,33447,750,0.8179542422294617,True
53068,683,79563,1024,True,33434,763,0.8692340850830078,True
53068,683,79563,1024,True,46386,1134,0.8515641689300537,True
53068,683,79563,1024,True,60112,779,0.2786051630973816,False
53068,683,79563,1024,True,46392,1130,0.8314630389213562,True
53068,683,79563,1024,True,33446,749,0.8103347420692444,True
53068,683,79563,1024,True,46400,1137,0.8667880892753601,True
53068,683,79563,1024,True,33456,777,0.8278067111968994,True
53068,683,79563,1024,True,46400,1137,0.8650329113006592,True
53068,683,79563,1024,True,33456,776,0.8433603644371033,True
